"Feature","Coefficient"
"Z_HDAC6",0.249810565492627
"X_USP18",0.24798844007134
"X_PLEKHA3",0.163088087215725
"Z_RNF187",0.052349958954919
"X_NDEL1",0.0374284329890218
"X_SNRNP27",0.00388285702883359
