"Feature","Coefficient"
"X_ENTHD1",0.617933014183272
"X_H3.3B",0.338393516089227
"X_ANKDD1B",0.0422860191615547
"X_PRIMPOL",0.0196547451634297
"X_P2RY10",0.0190332813774843
