"Feature","Coefficient"
"X_PLEKHA3",0.575687552938387
"Z_RNF187",0.368823105126019
"Z_HDAC6",0.337400977600615
"Z_USP18",0.300298708729216
"X_NDEL1",0.237180506494284
"X_USP18",0.222853242829857
"X_ANKEF1",0.112506924754624
"X_UQCC6",0.107376391141212
"X_PPP4R1",-0.0236948478128389
"X_ENSG00000267288",-0.00936570503406072
