"Feature","Coefficient"
"X_GLDC",0.530141439834537
"X_NTRK1",0.363373700594699
"X_CLN6",0.257927955534243
"Z_GNPDA2",0.211784021217015
"X_MAF",0.161892739169895
"Z_LRRC37A3",0.157786272096562
"X_KLHL42",0.0313271213200687
"Z_ENSG00000236166",0.0155325515298651
